text,label
"Subject: hi
one million profiles of hot old age , young age woman that are looking for some part time friendship on the side . get to see all of the profiles online today for only one dollar , safe age verification !
bump off
",1
"Subject: re : union gas - doehrman # 1
the new sitara ticket # is 165331",0
"Subject: re : cowtrap allocation - 4 / 01
i ' m trying to get this to pull through to unify for payment to spinnaker . volume management shows "" no detail "" .
sitara indicated 685 mmbut 4 / 1 - 4 / 30 expected .
who needs to talk to who to get this fixed .
payment must be set up by noon 5 / 24 / 01 for prompt payment to spinnaker .
thank you and please advise .
mary ellenberger 5 - 8773 ( 713 - 345 - 8773 )
from : joyce viltz / enron @ enronxgate on 05 / 22 / 2001 02 : 49 pm
to : julie meyers / hou / ect @ ect , daren j farmer / enron @ enronxgate , mary ellenberger / corp / enron @ enron
cc : tess ray / enron @ enronxgate
subject : cowtrap allocation - 4 / 01
i received the above allocation for this deal where there is a purchase from spinnaker and a sale to dow . the volumes have not be actualized so there is nothing in volume management . can one of you look into this and get back to me .
thanks ,
joyce",0
"Subject: re : meter 1459 , 6 / 00
yep , you ' re right , except it ' s out there for june 1999 . please let me know .
i ' ll be out tomorrow , if you get this done then , let carlos know and he can
get it set up in pops .
aimee
daren j farmer
07 / 13 / 2000 01 : 16 pm
to : aimee lannou / hou / ect @ ect
cc :
subject : re : meter 1459 , 6 / 00
deal 77352 is already out there for june .
d
aimee lannou 07 / 12 / 2000 02 : 00 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : meter 1459 , 6 / 00
daren - i need a deal set up for meter 1459 for june ' 00 . it flowed 34 / day
6 / 1 - 6 / 6 . the last deal number used was 77352 for ena . please let me know
when this is set up .
thanks ,
aimee",0
"Subject: hpl nom for sept . 15 , 2000
( see attached file : hplo 915 . xls )
- hplo 915 . xls",0
"Subject: sweet virgins love hard sex : )
first - time sex !
young boy fuck young girls !
young girls hardcore !
big guys fuck innocent girls !
virgin lesbians movies !
real virgin girls home video !
just click here and be happy ; )
remove your email",1
"Subject: cleburne plant maintenance update
fyi - - - -
i checked with ken reisz with tenaska iv this afternoon re : maintenance being
completed , and at this point they are still on track to come back up on the
9 th sometime . . . . . . however , he did say that they have not gotten a look at
everything just yet , but expect to have a better idea as to their downtime in
the morning . he said he would call mary with the latest news . mary , please
check with him on thursday to see where they are at , at if we need to nom gas
to lonestar or not .
thanks ,
mark",0
"Subject: retro assignments
this is a follow up to the conversation you had with pat yesterday and to
reiterate retro contract assignments . we have decided to go back to the old
process of handling contract assignments mid - month . this means that if we
receive an assignment from legal after the 10 th workday , that assignment will
become effective for current month the following month . for example , if i
receive a notice from whomever that xyz has been assigned to abc on 11 / 15 / 00
for an legal effective date of 4 / 00 , i will create a new deal from 4 / 00
forward . on the new deal the currect month will be zeroed out under the
expected volumes . bob would not start nominating this new deal until 12 / 00 ,
leaving 4 / 00 - 11 / 00 to be moved by volume mangement .
if this is not a clear understanding from all parties , please let me know .
rita : if this becomes burdensome on your group , please let me know and we
will readdress this issue .
thanks ! !
julie",0
"Subject: fwd : need | xianax ? vl @ gra % v + a + lium ( fioric 3 : t ~ pnte / r / min = s + o + ma oiv 97
we give you the power to make an educated choice in your treatment approach and in what medications you are going to take .
highest quality drugs we offer : * x : a : nax
plus : acyc | ` 0 vir , pr : 0 z @ c , p @ xi : l , bus ` p @ r , ad | : pex , ionam | ` n , m 3 ri . dia , x 3 ni . ca | , a : mbi 3 n , sona ` ta , f ` l 3 xeril , ce | 3 br ' ex , fi ` 0 ric 3 t , tram @ ' do | , u : | tr @ m , l 3 vit : ra , prop 3 ci : a
we don ' t require any prescriptions .
your comfort and convenience is our prime concern .
",1
"Subject: re : nom / actual volume for april 16 th
we agree
"" eileen ponton "" on 04 / 17 / 2001 11 : 00 : 35 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : nom / actual volume for april 16 th
nom mcf mmbtu
30 , 000 29 , 974 30 , 784
btu = 1 . 027",0
"Subject: re : pg & e texoma volumes
daren and lauri :
we do have a problem with some of our mirrored meters . when mips receives an
"" incomplete "" from the parent meter it sends a - 0 - to pops . yes , this is a
big problem . our pops team ( romeo d ' souza ) has identified this problem and
notified mips . however , he was told this was not a priority item . in the
mean time we are overriding the volumes in pops with the estimated volumes .
this particular meter was correct last night , the 14 th rolled last night from
mips and overrode the bav with a - 0 - from day 14 forward .
this was corrected this morning and the meter re - allocated .
thanks ,
charlotte
lauri a allen
03 / 21 / 2000 09 : 04 am
to : robert e lloyd / hou / ect @ ect , tom acton / corp / enron @ enron , charlotte
hawkins / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , bryan
hull / hou / ect @ ect , gary a hanks / hou / ect @ ect
subject : pg & e texoma volumes
in reviewing some of the imbalance numbers , i discovered that valero texoma
( # 71 ) bav volumes have not fed into pops since 3 / 14 causing an out of balance
at the meter in excess of 500 , 000 mm month to date . the more critical part of
this problem , however , is that pops has fed 0 volumes back to sitara on some
of the hplc deals . this means that these purchase volumes ( expenses ) have
not been picked up in tom ' s p & l and are , instead , sitting in ua 4 . to the
extent that the purchase prices vary from the ua 4 value , the p & l may take a
hit when these actual volumes flow through .
i realize that kim is out and that you guys are stretched thin , however , a
problem of this magnitude needs to be addressed as soon as it ' s discovered .
someone needs to be overriding the 0 volumes so that sitara is receiving
correct information and the p & l is kept as accurate as possible .
please give me a call if you have any questions .",0
"Subject: online pharmacy zu
want a cheap perscriptions ? http : / / www . ly 5 . net /
",1
"Subject: nom for 2 / 16 / 00
we are increasing the volume delivered by hpl into eastrans for 2 / 16 to 34 , 400
mmbtu .
increase deliveries into pg & e to 27 , 400 . leave fuels cotton valley
redeliveries at 7 , 000 with
a sale to enron of 500 mmbtu remaining in place .",0
"Subject: 87 % off for all new software . darned cannibalized
while example milk . water , own , make , wire . she flat straight .
we sand glass sky him reason . light student next , head very .
guess , voice , that rail under . first , instrument were . brought
open include drop claim , push . sheet , village think is . he water
select build . try life , power fast voice two product . suit can
hear put better second since . she move near usual told . farm
those month . body door center .
",1
"Subject: pathing procedures for buybacks
to path a buyback { mop ; supply list } with an existing market deal
{ typically baseload } please follow these steps :
theory # 1 : example ; supply deal = 5 . 0 / d supply deal = 7 . 0 / d & market deal = 10 . 0 / d
1 ) follow steps 1 & 2 in theory # 1 .
2 . ) additionally , create a service transportation contract { i . e . k - 215 } in
the path list .
2 . ) path 7 . 0 on the "" buy / sell "" path list contract and 10 . 0 on the
transport { i . e . k - 215 } contract .
this procedure will eliminate an out - of - balance in mop for both the "" supply
deal and the market deal "" and send 3 . 0 to pop via x - port k - 215 .
note : never path a buyback { supply deal } using a receipt transport contact
and the { market deal } using a delivery transport contract .
pop ' s should only reflect the "" net "" on these two transactions { buyback
and baseload deal } .",0
"Subject: re : deal 34342
daren ,
i am trying to make up the gas for ena deals on meter 1552 , 8024 , 1062 , ( deals 240061 , 378904 , 394489 , 487588 ) . per anita , these need to be kept whole . i have the option of a buyback or swing on 1373 . . . . but , there is not enough gas at meter 1373 to do this . please let me know if there is another way i can achieve this .
thu
- - - - - - - - - - - - - - - - - - - - - - forwarded by thu t nguyen / hou / ect on 03 / 14 / 2001 01 : 11 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 03 / 14 / 2001 12 : 36 pm
to : thu t nguyen / hou / ect @ ect
cc :
subject : re : deal 34342
daren ' s response .
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 14 / 2001 12 : 36 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
03 / 14 / 2001 12 : 30 pm
to : aimee lannou / hou / ect @ ect
cc :
subject : re : deal 34342
we have a buyback under hpl ( # 586534 ) . ena had only 7 , 000 / day scheduled at mtr 1373 in feb . in reviewing the daily volumes in pops , i didn ' t see any days with flow under 18 , 000 . so , we should not need a buyback for ena . any shortages should be allocated to the hpl ticket .
d
aimee lannou 03 / 14 / 2001 11 : 03 am
to : daren j farmer / hou / ect @ ect
cc :
subject : re : deal 34342
daren - thu has asked if i can extend deal 343421 thru feb . ' 01 . i told her i didn ' t have the authority to do this . it is for equistar . it looks like it is a term deal expiring jan . ' 01 . she wants it added to keep the ena deal whole . what do you suggest ?
al
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 14 / 2001 10 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : aimee lannou / hou / ect @ ect
cc :
subject : re : deal 34342
aimee ,
this is the deal for equistar . there is not enough gas at meter 1373 to keep the ena deal whole . i need this deal to create buyback . this was out there last month and anita told me to get the deal extended . let me know if there is another way .
thu
aimee lannou 03 / 14 / 2001 10 : 23 am
to : thu t nguyen / hou / ect @ ect
cc :
subject : re : deal 34342
why do you need it extended ? this deal may not be able to get extended . which meter are you having problems with ?
to : aimee lannou / hou / ect @ ect
cc :
subject : re : deal 34342
aimee ,
i am so sorry . . . i don ' t know what ' s wrong with me . the deal is 343421 . if you can ' t extend this deal please let me know . thanks
thu
aimee lannou 03 / 14 / 2001 07 : 59 am
to : thu t nguyen / hou / ect @ ect
cc : edward terry / hou / ect @ ect , juliann kemp / enron @ enronxgate
subject : re : deal 34342
i don ' t have access to this ticket . it is an im canada ticket .
from : thu t nguyen 03 / 13 / 2001 05 : 45 pm
to : aimee lannou / hou / ect @ ect
cc :
subject : deal 34342
aimee , please extend the deal above to feb 01 .
",0
"Subject: enron actuals for july 7 thru 9 , 2000
july 7 teco tap 120 . 000 / hpl iferc
ls hpl katy 30 . 000 / enron
july 8 teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc
july 9 teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc",0
"Subject: enron / hpl actuals for june 9 - 12 , 2000
june 9 , 2000
teco tap 22 . 500 / enron ; 38 . 750 / hpl iferc
texoma 5 . 833 / enron
ls hpl lsk ic 11 . 667 / enron
june 10 , 2000
teco tap 41 . 250 / enron
june 11 , 2000
teco tap 40 . 000 / enron ; 50 . 000 / hpl iferc",0
"Subject: enron / hpl actuals for october 2 , 2000
teco tap 60 . 000 / enron ; 40 . 000 / hpl iferc
ls hpl lsk ic 15 . 000 / hpl iferc",0
"Subject: hpl nom for april 21 - 23 , 2001
( see attached file : hplno 421 . xls )
- hplno 421 . xls",0
"Subject: holiday party - save the date
please click on the link below
save the date",0
"Subject: # 9760
tried to get fancy with your address and it came back to me !
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hol / aepin on 10 / 25 / 2001 01 : 11 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : daren . farmer @ enron . com
cc :
subject : # 9760
daren -
your rate for meter # 9760 , highlander central point , for 1 year starting 12 / 1 / 01 delivered to equistar channelview , # 1373 is $ . 07 / mm . that price expires in 1 week , on november 1 , 2001 . let me know if you need me to refresh after that time . thanks !",0
"Subject: fw : tribute to america
regards ,
amy brock
hbd marketing team
office : 281 - 988 - 2157
cell : 713 - 702 - 6815
- - - - - original message - - - - -
from : rex waller
sent : wednesday , september 12 , 2001 5 : 49 pm
to : alfred webb ; allen hadaway ; allison boren ; amy brock ; barry willis ;
bart boren ; bill boykin ; bill cooper ; billie cagle ; billy lee ; bob maughmen ;
bob schuman ; bonita johnson ; chad wing ; cheryl ; connie stuckey ; corby
goodman ; craig gardner ; dale miller ; dan crawford ; dan michael ; darryl
fuller ; david attaway ; david tucker ; debbie scott ; derric moore ; dirk
morris ; don paradis ; doug scott ; dwight wiedenmann ; frank kaul ; glenn bone ;
gene gallegos ; greg elder ; harold reardon ; j walker ; james bement ; james
benkley ; james jackson ; jay ringhoffer ; jayson fitts ; jerry lewis ; jerry r
reno ; jim cottom ; jim easter ; jim fodor ; jim reno ; jimmy wagenseller ; joe f .
jackson ; joel christal ; john allen ; john jennings ; john muniz ; john nava ;
john peters ; john ringhisen ; john songer ; john vigil ; jorge manrique ; joseph
brock ; k kelly hebert ; kerrel wilderman ; kevin carathers ; kevin kysar
( memo ) ; larry bloomer ; larry smith ; lavelle robert ; lavonne bell ; leigh ann
boren ; llboren 2 @ aol . com ; loraleigh daum ; lori ;
lucile leigh ; mark upchurch ; max whiteley ; mike brogdin ; mike jantz ; moon
ronnie ; opal wilson ; paul r . seelye ; perryton - ochlitree chamber ; preston mc
nabb ; randy j . o ' neal ; richard burton ; richard frosco ; rick hemmen ; rick
lafollette ; rob mc garraugh ; robbie carter ; robert welborn ; roger engle ; ron
cooper ; roy headlee ; scott carr ; shirley waller ; spence hummell ; stacie
mccurdy ; stan yerton ; susan dyer ; terry allen ; tony swindell ; travis
buchanan ; wynona
subject : tribute to america
subject : tribute to america
i needed to read this in light of yesterday ' s events . . . . .
tribute to the united states
this , from a canadian newspaper , is worth sharing .
america : the good neighbor .
widespread but only partial news coverage was given
recently to a remarkable editorial broadcast from
toronto by gordon sinclair , a canadian television
commentator . what follows is the full text of his
trenchant remarks as printed in the congressional
record :
"" this canadian thinks it is time to speak up for the
americans as the most generous and possibly the
least appreciated people on all the earth . germany ,
japan and , to a lesser extent , britain and italy
were lifted out of the debris of war by the
americans who poured in billions of dollars and
forgave other billions in debts .
none of these countries is today paying even the
interest on its remaining debts to the united
states . when france was in danger of collapsing in
1956 , it was the americans who propped it up , and
their reward was to be insulted and swindled on the
streets of paris . i was there . i saw it .
when earthquakes hit distant cities , it is the
united states that hurries in to help . this spring ,
59 american communities were flattened by tornadoes .
nobody helped . the marshall plan and the truman
policy pumped billions of dollars into discouraged
countries . now newspapers in those countries are
writing about the decadent , warmongering americans .
i ' d like to see just one of those countries that is
gloating over the erosion of the united states
dollar build its own airplane . does any other
country in the world have a plane to equal the
boeing jumbo jet , the lockheed tri - star , or the
douglas dcl 0 ?
if so , why don ' t they fly them ? why do all the
international lines except russia fly american
planes ? why does no other land on earth even
consider putting a man or woman on the moon ? you
talk about japanese technocracy , and you get radios .
you talk about german technocracy , and you get
automobiles . you talk about american technocracy ,
and you find men on the moon - not once , but several
times - and safely home again .
you talk about scandals , and the americans put
theirs right in the store window for everybody to
look at . even their draft - dodgers are not pursued
and hounded . they are here on our streets , and most
of them , unless they are breaking canadian laws , are
getting american dollars from ma and pa at home to
spend here .
when the railways of france , germany and india were
breaking down through age , it was the americans who
rebuilt them . when the pennsylvania railroad and the
new york central went broke , nobody loaned them an
old caboose . both are still broke .
i can name you 5000 times when the americans raced
to the help of other people in trouble . can you name
me even one time when someone else raced to the
americans in trouble ? i don ' t think there was
outside help even during the san francisco
earthquake .
our neighbors have faced it alone , and i ' m one
canadian who is damned tired of hearing them get
kicked around . they will come out of this thing
with their flag high . and when they do , they are
entitled to thumb their nose at the lands that are
gloating over their present troubles . i hope canada
is not one of those . ""
stand proud , america ! wear it proudly ! !
this is one of the best editorials that i have ever
read regarding the united states . it is nice that
one man realizes it . i only wish that the rest of
the world would realize it . we are always blamed for
everything , and never even get a thank you for the
things we do .
i would hope that each of you would send this to as
many people as you can and emphasize that they
should send it to as many of their friends until
this letter is sent to every person on the web . i am
just a single american that has read this , tribute to
the united states
= = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ? easy unsubscribe click here : http : / / topica . com / u / ? a 84 vnf . a 9 ivhm ? or send an email to : brcc . yf - unsubscribe @ topica . com ? this email was sent to : dfarmer @ enron . com ? ? t o p i c a - - register now to manage your mail ! ? http : / / www . topica . com / partner / tago 2 / register ? = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",0
"Subject: hpl meter # 98 - 1525 texoma d / p - gsu hpl
clem ,
the recorded flow of 1 , 703 mmbtu on 1 / 5 / 99 has been moved from the strangers
gas contract to 012 - 41500 - 02 - 004 for write - off purposes .
bob",0
"Subject: re : tenaska iv
i tried calling you this am but your phone rolled to someone else ' s voicemail . can you call me when you get a chance ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , january 10 , 2002 2 : 06 pm
to : hill , garrick
subject : re : tenaska iv
rick ,
i ' ve had a couple of meetings today . i ' m sorry i ' m just getting back to you . i tried to call but the voice mail said that you were unavailable . so , give me a call when you get a chance .
d
- - - - - original message - - - - -
from : hill , garrick
sent : wednesday , january 09 , 2002 6 : 11 pm
to : farmer , daren j .
subject : re : tenaska iv
i ' ll call you on thursday . . . what ' s a good time ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : wednesday , january 09 , 2002 3 : 03 pm
to : hill , garrick
cc : olsen , michael
subject : tenaska iv
rick ,
we need to talk about the ability of ena to continue its the current role as agent of tenaska iv .
1 ) since the end on november , ena has not been able to complete gas trading transactions . we cannot find any counterparties to trade physical gas in texas . this , of course , is due to the bankruptcy . as a result , we are not able to sale tenaska ' s excess fuel . we did contact brazos to ask if they would buy a portion of the gas at a gas daily price , but they do not want it ( gas daily pricing has been below the firm contract price for a while ) . in december , we had to cut 10 , 000 / day from the 7 th through the 27 th . for january , we haven ' t had to cut yet , but i am sure that the pipe will ask us to do this in the near future .
2 ) for november activity ( which was settled in dec ) , ena owes tenaska iv for the excess supply that we sold . however , due to the bankruptcy , we could not make payments out . ena could not pay the suppliers or the pipeline . james armstrong paid the counterparties directly . i think that he should continue to do this for dec and jan . we should not transfer any funds from tenaska iv to ena .
i don ' t know how enron ' s ownership in the plant factors out in the bankruptcy preceding . but we need to determine how to go forward with the fuel management .
please give me a call or e - mail me . we can get together sometime thurs or fri morning .
d",0
"Subject: january spot tickets
daren ,
hplc is purchasing gas from the following list of producers . this
production is currently being purchased on a spot basis and deal tickets
should be entered into sitara for the follow :
counterparty meter mmbtu / d price
engage energy us , lp 5839 600 100 % less $ 0 . 18
engage energy us , lp 5848 500 100 % less $ 0 . 18
engage energy us , lp 5923 700 100 % less $ 0 . 18
engage energy us , lp 6801 1 , 100 100 % less $ 0 . 18
gasper rice resources , ltd . 9810 1 100 % less $ 0 . 11
prize resources 4028 1 , 300 100 % less $ 0 . 20
prize resources 4965 200 100 % less $ 0 . 35
prize resources 5121 800 100 % less $ 0 . 11
prize resources 6523 40 100 % less $ 0 . 35
swift energy 2630 20 90 % less $ 0 . 258
whiting petroleum 6523 500 ? ? ?
additionally , i asked carlos to search sitara for what would be essentially
be a spot ticket for the incremental volumes delivered to meter 9610 ( cage
ranch ) for the production month of november . i ' ve received executed paper
from coastal documenting a purchase price of 100 % of gas daily less a gpm
sliding scale . please confirm whether or not a sitara ticket has been
generated . if not , please use this e - mail as a request to do so .
thanks ,
vlt
x 3 - 6353",0
"Subject: re : vacation
i will leave the choice to you all . we just need to make sure there is
coverage . have a good one !
daren j farmer
06 / 22 / 2000 08 : 00 am
to : brenda f herod / hou / ect @ ect
cc :
subject : vacation
bh ,
i plan to be on vacation july 5 - 6 ( finally ) and on the customer trip on the
7 th . while i am out , gary hanks will be keeping our position during
trading . stacey will be in charge of everything else . i am comfortable that
everything will be covered .
i will be back in town thursday night . the primary flight for the customer
trip leaves around 11 : 30 . others leave at 3 : 30 and 5 : 30 ( ? ) . the latest
idea we had is that pat would take a later flight on this trip and i will
take a later flight on the august trip , allowing one of us to be in the
office for half the day . i can also come in for the half day on the 7 th if
we decide that is needed .
d",0
"Subject: get prescri ) ption d ) rugs to your door !
",1
"Subject: eastrans nomination changes effective 8 / 2 / 00
please increase deliveries to eastrans to 25 , 000 mmbtu / dy for 8 / 2 / 00 .
the redeliveries will be :
7 , 800 from fuels cotton valley
17 , 200 to pg & e",0
"Subject: hpl nom for march 27 , 2001
( see attached file : hplno 327 . xls )
- hplno 327 . xls",0
"Subject: adipren 720 - find out the latest facts . northernmost
hey , how are you doing ?
want to lose weight ?
the most powerful weightloss is now
available
without prescription . all natural adipren 720
100 % money back guarantee !
- lose up to 19 % total body weight .
- increase metabolic rate by 76 . 9 % without exercise .
- reduction of 40 - 70 % overall fat under skin .
- loss of 20 - 35 % abdominal fat .
- up to 300 % more weight loss while dieting .
- boost your confidence level and self esteem .
- suppresses appetite for sugar .
- burns calorized fat .
get
the facts about all - natural adipren 720
if you wish not to be contacted again
please
enter your email address here .
or you can write to :
mar - ket research
8721 santa monica boulevard
# 1105
los angeles , ca 90069 - 4507
conforms to legal requirements of 2003 us can - spam act .
wishy crematory sailboat classroom matinee bipolar
",1
"Subject: wc 533 revision and notice of force majeure ( stingray p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 06 / 2000
09 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 06 / 2000 09 : 22 : 57 am
to : ,
cc :
subject : wc 533 revision and notice of force majeure ( stingray p / l )
please see the attached revision to be effective 6 / 6 / 00 for wc 533 . this is
an intraday nomination change .
ami - i have attached the notice of force majeure for your records .
thanks ,
steve
- wc 532 - 533 reveffo 60600 . xls
- wc 533 forcemajeureo 60400 . doc",0
"Subject: hpl anniversary dinner confirmation
thank you ! we ' ve received your registration for the 75 th anniversary dinner .
mark your calendar and plan to have an enjoyable evening .
sincerely ,
meetingstop @ aol . com",0
"Subject: txu noms . for 10 / 3 / 2000
attached are the txu nomination for tuesday , oct . 3 , 2000 .
( see attached file : hpll 003 . xls )
- hpll 003 . xls",0
"Subject: enron / hpl actuals for july 21 , 2000
( see attached file : hplo 721 . xls )
- hplo 721 . xls",0
"Subject: re : midcoast marketing
the deals are in and the ticket numbers are jan . 214249 and feb . 214251 .",0
"Subject: re : husband soup would be
as you know election time is not the best thing for the economy .
economy is in a very unstable condition , as you can see gas prices
are going up along with the m o rtgvage rat e s . once the
r a te goes up you will not have a chance to s av e money again
for a very long time .
it is your last chance . get r e f inanced at 4 . 2 point !
http : / / www . fintod . com /
- -
despoil , compote a amende
the me orbital irruption
gfawn a ax henrietta
a the in boatswain
out whither the accompanist lint macintosh
",1
"Subject: fw : grandma wassup
- - - - - - - - - - - - - - - - - - - - - - forwarded by bryan hull / hou / ect on 06 / 28 / 2000 05 : 36 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : cecilia olvera
06 / 28 / 2000 05 : 34 pm
to : bryan hull / hou / ect @ ect
cc :
subject : fw : grandma wassup
- - - - - - - - - - - - - - - - - - - - - - forwarded by cecilia olvera / hou / ect on 06 / 28 / 2000
05 : 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
alex saldana
06 / 28 / 2000 02 : 33 pm
to : "" sonya rodriguez "" @ enron , nere ,
"" marissa merino "" , "" marivel mercado ""
@ enron , "" martha real "" ,
"" maria segura "" , juan lopez @ enron ,
adriana saldana , "" alicia "" , "" leal ,
dinorah "" , "" jerez , ernest ""
, vanilapuf @ aol . com , smedina @ chartertitle . com ,
csal 314042 @ aol . com , stacie . saldivar @ chron . com , "" sandra martinez ""
, cecilia . olvera @ enron . com , sm 45818 @ aol . com , andrea
r guillen / hou / ect , dkovasovic @ aol . com , mbalderas @ chartertitle . com ,
heather . choate @ enron . com
cc :
subject : fw : grandma wassup
- - - - - - - - - - - - - - - - - - - - - - forwarded by alex saldana / hou / ect on 06 / 28 / 2000 02 : 36
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
>
>
> >
- grandma - wassup . mpg",0
"Subject: tenaska iv 4 / 01
we need to change the demand fee on deal 384258 for tenaska iv for 4 / 01 . the williams invoice was not as much as the spreadsheet showed , so our expenses decreased . please change the amount from $ 2 , 979 , 909 . 91 to $ 2 , 862 , 531 . 95 . i have attached the revised spreadsheet .
thanks ,
megan",0
"Subject: the delivery of the equipment you ordered is rescheduled .
- - - automatic notification system ( request # : nchs - 52 bjs 6 )
requested for : daren j farmer
requested by : daren j farmer
your order ( see below ) has been assigned to garza - traderdeployments tommy . technician will contact you for information and delivery time . please contact the technician if you have any question .
en 6600 desktop p 3 - 600 10 gb 64 mb 32 x nt 4 . 0
en 6600 128 mb installed in desktop",0
"Subject: availabilty spreadsheet for february , 2001 with several small
revisions .
here is the second with revisions .
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 01 / 24 / 2001 07 : 24
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
01 / 22 / 2001 04 : 05 pm
to :
cc :
subject : availabilty spreadsheet for february , 2001 with several small
revisions .
availabilty spreadsheet for february , 2001 with several small revisions .
- enronavailso 201 . xls",0
"Subject: doubling your investment is more achievable than you think !
",1
"Subject: re : info you requested wo 470
lt . gen . john sattler , commanding general of the lst marine expeditionary force , said 51 u . s . troops and eight iraqi security
forces have died in the falluja offensive .
about 1 , 200 insurgents have been killed in the
battle , he said .
although falluja is secured , troops remain busy
conducting mopping up operations and engaging in sporadic fights with holdout
insurgents in the city .
sattler said u . s . and iraqi troops are "" ubiquitous ""
throughout the city .
"" falluja is secure , but we ' re in that
search - and - clear phase which will make it safe , "" he said .
"" we ' ve commenced the clean - up operation "" and
humanitarian assistance is being moved into the town .
about 25 to 30 injured civilians in the city have
been treated for injuries , sattler said , adding that he knows of no civilians
killed in the fighting .
he said more than 1 , 000 suspects have been
captured . some have been released after questioning .
thair al - nakib , a spokesman for interim iraqi prime
minister ayad allawi , said the battle for falluja has been won by u . s . and iraqi
forces and that the city is no longer a terror
stronghold .",1
"Subject: september 2000 iferc & sds noms .
attached is the september 2000 nomination for our takes under the gas sales
and
purchase contract between txu fuels ( previously tufco ) and hpl resources co . ,
( txu fuels contr . # 3949 ) , as well as our september 2000 nomination for takes
under the gas sales and purchase contract between txu fuels and sds . please
advise should you have any questions concerning the attached .
thanks !
tim
( see attached file : minhplno 0 . xls ) ( see
attached file : sdsnom . xls )
- minhplno 0 . xls
- sdsnom . xls",0
"Subject: paliourg get the doctors time 4 freee
super viagra - cialis is here
dubbed "" the weekend pill ""
available factory direct
at a fraction of the cost
* longer life
up to 36 hours
compared to 4 hours
for viagra
* acts faster
from as little as 15 minutes
compared to 60 minutes for viagra
* best sex ever
solid erection and only whenever you need it .
with cialis you are in control
"" cialis works in 15 minutes and lasts for 36 hours giving you
strong healthy erections whenever you want or need them ! ""
securely and discreetly online .
avoid the embarrassment of waiting in doctor ' s office
shop here for cialis
or buy viagra at 60 % off
shop here for viagra
remove
sketch aloud avail clang brainchild else fusiform offshore ali adroit calculate lithic proximity aficionado group male productivity omaha lilian charleston insure haugen oligarchy habit magnificent atlantica diatom prescriptive anthony capitulate musk dugout dusenbury blat conductance jacobian frantic voluble candelabra stealth custom halfway filled huxley notoriety incompletion messy typhon evans norwalk edgerton scotia william codon blizzard heretofore penny saloon anorexia eyepiece madeira upon vee bobbie tremble cardiff canteen allusion occlude morrill infallible wherever fort extradite begging apologia twit squishy dishwasher blather buttock beauty bandy bullfrog amalgam worthington duffel scold thyronine chungking blonde betelgeuse drone courageous cola oxford solitude custer neapolitan revival airman sleigh profusion cadet orthodontist emmett cicada deduct wednesday edmund ditch flea oppression hollister inconvenient cotty gaiety bread zurich impolitic affectate congressional",1
"Subject: best meds around , paliourg
haven ' t we met somewhere before ? : ) ) ) isolation is the sum total of wretchedness to a man . love is like pi - - natural , irrational , and very important .
paliourg , highquality medication for you , shipping worldwide .
http : / / summerbird . sder 4 f . com / g 73 / index . php ? id = g 73 dynamo
love ' s like the measles all the worse when it comes late in life . flattery corrupts both the receiver and the giver . men willingly believe what they wish . the three great elements of modern civilization , gun powder , printing , and the protestant religion .",1
